address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Julius Bloms Gade 9, 1. TV2200 København N",vn N,2.850.000,18-07-2005,Alm. Salg,24.782,3,Lejlighed,115,1907,,Aktuel værdi
"Dagmarsgade 36, ST. 12200 København N",vn N,1.299.000,15-07-2005,Alm. Salg,25.470,1,Lejlighed,51,1974,,Aktuel værdi
"Åboulevard 12, 2. TV2200 København N",vn N,2.250.000,15-07-2005,Alm. Salg,27.777,4,Lejlighed,81,1897,,Aktuel værdi
"Rantzausgade 11, 2. 72200 København N",vn N,475.000,14-07-2005,Alm. Salg,13.970,1,Lejlighed,34,1970,,Aktuel værdi
"Rantzausgade 11A, 2. 62200 København N",vn N,434.000,13-07-2005,Alm. Salg,12.764,1,Lejlighed,34,1970,,Aktuel værdi
"Heinesgade 13, 4. TH2200 København N",vn N,2.400.000,13-07-2005,Alm. Salg,29.268,3,Lejlighed,82,1903,,Aktuel værdi
"Bjelkes Allé 34, 3. 432200 København N",vn N,1.175.000,12-07-2005,Alm. Salg,25.000,1,Lejlighed,47,1969,,Aktuel værdi
"Ørholmgade 2, 4. TV2200 København N",vn N,1.600.000,05-07-2005,Alm. Salg,30.188,2,Lejlighed,53,1935,,Aktuel værdi
"Julius Bloms Gade 7, 3. TV2200 København N",vn N,1.745.000,03-07-2005,Alm. Salg,26.846,2,Lejlighed,65,1907,,Aktuel værdi
"Rådmandsgade 40C, ST. 752200 København N",vn N,920.000,01-07-2005,Alm. Salg,19.166,1,Lejlighed,48,1967,,Aktuel værdi
"Julius Bloms Gade 9, 5. 32200 København N",vn N,645.000,30-06-2005,Alm. Salg,23.035,1,Lejlighed,28,1907,,Aktuel værdi
"Schleppegrellsgade 10, ST. TH2200 København N",vn N,2.575.000,29-06-2005,Alm. Salg,30.294,4,Lejlighed,85,1892,,Aktuel værdi
"Hamletsgade 24, 1. 32200 København N",vn N,1.175.000,29-06-2005,Alm. Salg,26.111,1,Lejlighed,45,1938,,Aktuel værdi
"Dagmarsgade 26, ST. 1362200 København N",vn N,1.475.000,26-06-2005,Alm. Salg,24.180,2,Lejlighed,61,1974,,Aktuel værdi
"Bjelkes Allé 10, ST. 32200 København N",vn N,1.228.088,24-06-2005,Alm. Salg,22.742,1,Lejlighed,54,1962,,Aktuel værdi
"Tagensvej 96, 2. TV2200 København N",vn N,1.977.000,21-06-2005,Alm. Salg,24.712,3,Lejlighed,80,1909,,Aktuel værdi
"Stengade 52A, 2. 42200 København N",vn N,1.440.000,20-06-2005,Alm. Salg,28.235,1,Lejlighed,51,1973,,Aktuel værdi
"Hamletsgade 4, 2. 1602200 København N",vn N,1.325.000,19-06-2005,Alm. Salg,19.776,2,Lejlighed,67,1975,,Aktuel værdi
"Heimdalsgade 3, 3. TV2200 København N",vn N,1.895.000,17-06-2005,Alm. Salg,27.071,3,Lejlighed,70,1905,,Aktuel værdi
"Tømrergade 7, 1. 12200 København N",vn N,1.614.162,15-06-2005,Alm. Salg,32.942,2,Lejlighed,49,1963,,Aktuel værdi
"Ahornsgade 16, 1. TV2200 København N",vn N,1.620.000,14-06-2005,Fam. Salg,23.823,3,Lejlighed,68,1886,,Aktuel værdi
"Krogerupgade 63, 2. TV2200 København N",vn N,1.625.000,13-06-2005,Alm. Salg,30.092,2,Lejlighed,54,1935,,Aktuel værdi
"Schleppegrellsgade 6, 3. TV2200 København N",vn N,850.000,13-06-2005,Andet,9.042,4,Lejlighed,94,1892,,Aktuel værdi
"Rantzausgade 50B, 1. TV2200 København N",vn N,1.338.460,12-06-2005,Fam. Salg,31.868,2,Lejlighed,42,1889,,Aktuel værdi
"Rådmandsgade 40B, 3. TV2200 København N",vn N,1.395.000,07-06-2005,Alm. Salg,24.910,2,Lejlighed,56,1899,,Aktuel værdi
"Dagmarsgade 26, 4. 1742200 København N",vn N,1.545.000,06-06-2005,Alm. Salg,30.294,2,Lejlighed,51,1974,,Aktuel værdi
"Åboulevard 18, 5. TH2200 København N",vn N,1.290.237,02-06-2005,Fam. Salg,7.050,7,Lejlighed,183,1896,,Aktuel værdi
"Ahornsgade 4, 1. TH2200 København N",vn N,2.875.000,02-06-2005,Alm. Salg,23.958,4,Lejlighed,120,1900,,Aktuel værdi
"Sandbjerggade 42, 4. TV2200 København N",vn N,1.470.000,02-06-2005,Alm. Salg,28.269,2,Lejlighed,52,1935,,Aktuel værdi
"Sortedam Dossering 41A, 5. TH2200 København N",vn N,1.545.000,01-06-2005,Alm. Salg,30.900,2,Lejlighed,50,1963,,Aktuel værdi
"Peblinge Dossering 44, 2. TH2200 København N",vn N,3.295.000,31-05-2005,Alm. Salg,27.689,4,Lejlighed,119,1862,,Aktuel værdi
"Tagensvej 77, 2. TH2200 København N",vn N,2.275.000,30-05-2005,Alm. Salg,22.303,4,Lejlighed,102,1902,,Aktuel værdi
"Hamletsgade 24, 5. 22200 København N",vn N,1.160.000,29-05-2005,Alm. Salg,26.363,1,Lejlighed,44,1938,,Aktuel værdi
"Nørre Allé 9, ST. TH2200 København N",vn N,2.845.000,26-05-2005,Alm. Salg,29.329,4,Lejlighed,97,1888,,Aktuel værdi
"Rådmandsgade 48B, 4. TV2200 København N",vn N,1.575.000,25-05-2005,Alm. Salg,28.636,2,Lejlighed,55,1933,,Aktuel værdi
"Peter Fabers Gade 26, 4. TH2200 København N",vn N,1.650.000,25-05-2005,Alm. Salg,33.673,2,Lejlighed,49,1895,,Aktuel værdi
"Ole Jørgensens Gade 10, 2. TH2200 København N",vn N,1.360.000,22-05-2005,Alm. Salg,24.727,2,Lejlighed,55,1901,,Aktuel værdi
"Farumgade 1, 1. TH2200 København N",vn N,1.295.000,20-05-2005,Alm. Salg,25.392,2,Lejlighed,51,1892,,Aktuel værdi
"Julius Bloms Gade 4, 2. TH2200 København N",vn N,2.800.000,19-05-2005,Alm. Salg,21.052,5,Lejlighed,133,1908,,Aktuel værdi
"Åboulevard 16, 1. TH2200 København N",vn N,2.675.000,15-05-2005,Alm. Salg,23.060,4,Lejlighed,116,1896,,Aktuel værdi
"Rantzausgade 11, 3. 42200 København N",vn N,1.100.000,14-05-2005,Alm. Salg,22.448,1,Lejlighed,49,1970,,Aktuel værdi
"Nørrebrogade 229, 1. TH2200 København N",vn N,1.295.000,13-05-2005,Alm. Salg,22.327,1,Lejlighed,58,1896,,Aktuel værdi
"Rådmandsgade 46B, 3. TV2200 København N",vn N,1.499.000,13-05-2005,Alm. Salg,27.254,2,Lejlighed,55,1933,,Aktuel værdi
"Hans Egedes Gade 13, 1. TV2200 København N",vn N,900.000,09-05-2005,Alm. Salg,9.375,4,Lejlighed,96,1907,,Aktuel værdi
"Slejpnersgade 10, 2. TV2200 København N",vn N,1.390.000,07-05-2005,Alm. Salg,25.272,2,Lejlighed,55,1938,,Aktuel værdi
"Brohusgade 18, ST. TV2200 København N",vn N,595.405,06-05-2005,Alm. Salg,12.943,2,Lejlighed,46,1906,,Aktuel værdi
"Sortedam Dossering 41A, 2. TV2200 København N",vn N,3.275.000,04-05-2005,Alm. Salg,29.504,4,Lejlighed,111,1963,,Aktuel værdi
"Stefansgade 12, 4. TH2200 København N",vn N,1.035.000,04-05-2005,Alm. Salg,29.571,2,Lejlighed,35,1886,,Aktuel værdi
"Dagmarsgade 19, 2. 3182200 København N",vn N,1.195.000,03-05-2005,Alm. Salg,20.254,2,Lejlighed,59,1974,,Aktuel værdi
"Meinungsgade 14, 4. TH2200 København N",vn N,1.525.000,28-04-2005,Alm. Salg,28.773,2,Lejlighed,53,1910,,Aktuel værdi
"Dagmarsgade 32, 4. 412200 København N",vn N,750.000,28-04-2005,Alm. Salg,23.437,1,Lejlighed,32,1974,,Aktuel værdi
"Bjelkes Allé 4, 1. 62200 København N",vn N,1.075.000,27-04-2005,Alm. Salg,21.938,1,Lejlighed,49,1970,,Aktuel værdi
"Fenrisgade 2, ST. TH2200 København N",vn N,1.310.000,26-04-2005,Alm. Salg,21.129,2,Lejlighed,62,1913,,Aktuel værdi
"Peter Fabers Gade 38, 2. TV2200 København N",vn N,1.500.000,20-04-2005,Alm. Salg,32.608,2,Lejlighed,46,1883,,Aktuel værdi
"Peter Fabers Gade 43, ST. TH2200 København N",vn N,1.593.179,18-04-2005,Alm. Salg,31.238,2,Lejlighed,51,1895,,Aktuel værdi
"Vølundsgade 12, ST. TH2200 København N",vn N,825.000,18-04-2005,Alm. Salg,18.750,2,Lejlighed,44,1903,,Aktuel værdi
"Farumgade 7, ST. TH2200 København N",vn N,1.305.000,07-04-2005,Alm. Salg,25.096,2,Lejlighed,52,1915,,Aktuel værdi
"Dagmarsgade 32, ST. 302200 København N",vn N,1.425.000,06-04-2005,Alm. Salg,21.268,2,Lejlighed,67,1974,,Aktuel værdi
"Esromgade 8, 1. TV2200 København N",vn N,1.370.000,06-04-2005,Alm. Salg,25.849,2,Lejlighed,53,1902,,Aktuel værdi
"Sorgenfrigade 8E, 1. 22200 København N",vn N,1.845.000,01-04-2005,Alm. Salg,23.354,3,Lejlighed,79,1933,,Aktuel værdi
"Dagmarsgade 38, 3. TV2200 København N",vn N,1.535.000,01-04-2005,Alm. Salg,27.410,2,Lejlighed,56,1903,,Aktuel værdi
"Thyrasgade 4, 4. 5132200 København N",vn N,1.235.000,30-03-2005,Alm. Salg,20.583,2,Lejlighed,60,1974,,Aktuel værdi
"Peter Fabers Gade 28, 2. TH2200 København N",vn N,1.435.000,30-03-2005,Alm. Salg,29.285,1,Lejlighed,49,1896,,Aktuel værdi
"Nørrebrogade 180B, 32200 København N",vn N,1.462.500,28-03-2005,Fam. Salg,8.863,5,Lejlighed,165,1905,,Aktuel værdi
"Søllerødgade 32, 4. TH2200 København N",vn N,1.883.000,23-03-2005,Alm. Salg,25.445,3,Lejlighed,74,1932,,Aktuel værdi
"Baldersgade 76, 3. TH2200 København N",vn N,1.050.000,22-03-2005,Fam. Salg,14.583,3,Lejlighed,72,1902,,Aktuel værdi
"Husumgade 49, ST. TV2200 København N",vn N,1.630.000,20-03-2005,Alm. Salg,25.468,2,Lejlighed,64,1900,,Aktuel værdi
"Guldbergsgade 5, 4. 22200 København N",vn N,1.460.000,20-03-2005,Alm. Salg,30.416,2,Lejlighed,48,1893,,Aktuel værdi
"Tagensvej 96, 5. 92200 København N",vn N,300.000,18-03-2005,Alm. Salg,17.647,1,Lejlighed,17,1909,,Aktuel værdi
"Ahornsgade 21, 3. TV2200 København N",vn N,1.690.000,17-03-2005,Alm. Salg,31.886,2,Lejlighed,53,1889,,Aktuel værdi
"Nørrebrogade 220, 4. TH2200 København N",vn N,2.650.000,16-03-2005,Alm. Salg,19.485,5,Lejlighed,136,1905,,Aktuel værdi
"Hamletsgade 4, 3. 1872200 København N",vn N,1.100.000,14-03-2005,Alm. Salg,16.666,2,Lejlighed,66,1975,,Aktuel værdi
"Sortedam Dossering 41C, 5. TH2200 København N",vn N,1.865.712,11-03-2005,Alm. Salg,33.316,2,Lejlighed,56,1963,,Aktuel værdi
"Heimdalsgade 42, 3. 352200 København N",vn N,799.000,09-03-2005,Alm. Salg,15.365,1,Lejlighed,52,1975,,Aktuel værdi
"Krogerupgade 49, 3. TV2200 København N",vn N,1.270.000,07-03-2005,Alm. Salg,24.423,2,Lejlighed,52,1935,,Aktuel værdi
"Kapelvej 57, 42200 København N",vn N,2.000.000,07-03-2005,Alm. Salg,19.230,4,Lejlighed,104,1903,,Aktuel værdi
"Rådmandsgade 40C, 4. 1212200 København N",vn N,1.370.000,04-03-2005,Alm. Salg,19.295,2,Lejlighed,71,1967,,Aktuel værdi
"Læssøesgade 25, 52200 København N",vn N,2.178.000,28-02-2005,Alm. Salg,28.657,3,Lejlighed,76,1868,,Aktuel værdi
"Krogerupgade 65, 1. TV2200 København N",vn N,1.000.000,23-02-2005,Alm. Salg,19.230,2,Lejlighed,52,1935,,Aktuel værdi
"Hamletsgade 19, 1. TH2200 København N",vn N,765.000,23-02-2005,Fam. Salg,13.660,2,Lejlighed,56,1947,,Aktuel værdi
"Rådmandsgade 40A, 4. TV2200 København N",vn N,1.650.000,21-02-2005,Alm. Salg,22.000,2,Lejlighed,75,1899,,Aktuel værdi
"Dagmarsgade 3, 2. TV2200 København N",vn N,1.750.000,20-02-2005,Alm. Salg,24.305,3,Lejlighed,72,1904,,Aktuel værdi
"Læssøesgade 25, 2. TV2200 København N",vn N,1.615.000,17-02-2005,Fam. Salg,15.380,4,Lejlighed,105,1868,,Aktuel værdi
"Mimersgade 56, 4. TV2200 København N",vn N,1.880.000,17-02-2005,Alm. Salg,22.926,4,Lejlighed,82,1906,,Aktuel værdi
"Bregnerødgade 21, 4. TV2200 København N",vn N,446.250,14-02-2005,Fam. Salg,6.972,3,Lejlighed,64,1930,,Aktuel værdi
"Ewaldsgade 4, ST2200 København N",vn N,3.005.000,09-02-2005,Alm. Salg,20.304,5,Lejlighed,148,1858,,Aktuel værdi
"Frederik VIIs Gade 9, 2. TV2200 København N",vn N,2.195.000,08-02-2005,Alm. Salg,29.266,3,Lejlighed,75,1859,,Aktuel værdi
"Guldbergs Have 19, 1. 12200 København N",vn N,4.611.672,07-02-2005,Alm. Salg,8.920,12,Lejlighed,517,1938,,Aktuel værdi
"Sortedam Dossering 43, 5. TH2200 København N",vn N,2.600.000,04-02-2005,Alm. Salg,31.707,2,Lejlighed,82,1963,,Aktuel værdi
"Sortedam Dossering 25, 3. TV2200 København N",vn N,4.250.000,04-02-2005,Alm. Salg,23.743,5,Lejlighed,179,1892,,Aktuel værdi
"Julius Bloms Gade 1, 4. TV2200 København N",vn N,701.250,03-02-2005,Fam. Salg,6.808,4,Lejlighed,103,1905,,Aktuel værdi
"Fenrisgade 4, 2. TH2200 København N",vn N,1.350.000,02-02-2005,Alm. Salg,21.774,2,Lejlighed,62,1913,,Aktuel værdi
"Hiort Lorenzens Gade 8, 1. TH2200 København N",vn N,1.400.000,01-02-2005,Alm. Salg,18.181,3,Lejlighed,77,1905,,Aktuel værdi
"Husumgade 1, 1. 52200 København N",vn N,960.000,31-01-2005,Alm. Salg,20.869,1,Lejlighed,46,1985,,Aktuel værdi
"Peter Fabers Gade 38, 3. TH2200 København N",vn N,1.425.000,30-01-2005,Alm. Salg,32.386,2,Lejlighed,44,1883,,Aktuel værdi
"Sigynsgade 46, ST. TH2200 København N",vn N,1.030.000,25-01-2005,Alm. Salg,17.166,1,Lejlighed,60,1991,,Aktuel værdi
"Thyrasgade 4, ST. 1072200 København N",vn N,1.278.000,24-01-2005,Alm. Salg,21.300,2,Lejlighed,60,1974,,Aktuel værdi
"Hamletsgade 30, 4. TV2200 København N",vn N,1.897.234,23-01-2005,Alm. Salg,22.320,4,Lejlighed,85,1938,,Aktuel værdi
"Brohusgade 18, 3. TV2200 København N",vn N,1.525.000,23-01-2005,Alm. Salg,25.000,2,Lejlighed,61,1906,,Aktuel værdi
"Wesselsgade 9, 2. TV2200 København N",vn N,1.995.000,17-01-2005,Alm. Salg,24.629,3,Lejlighed,81,1886,,Aktuel værdi
"Nørrebrogade 219, 2. TV2200 København N",vn N,1.398.000,16-01-2005,Alm. Salg,24.526,2,Lejlighed,57,1901,,Aktuel værdi
"Krogerupgade 47, 2. TH2200 København N",vn N,1.157.500,12-01-2005,Alm. Salg,21.435,2,Lejlighed,54,1935,,Aktuel værdi
"Hamletsgade 17, 5. TH2200 København N",vn N,1.295.000,11-01-2005,Alm. Salg,22.719,2,Lejlighed,57,1947,,Aktuel værdi
"Åboulevard 34B, 5. TH2200 København N",vn N,1.074.000,10-01-2005,Alm. Salg,28.263,2,Lejlighed,38,1885,,Aktuel værdi
"Nørrebrogade 217, 4. TH2200 København N",vn N,1.474.000,07-01-2005,Alm. Salg,23.396,3,Lejlighed,63,1901,,Aktuel værdi
"Nørrebrogade 227, 2. TV2200 København N",vn N,1.500.000,05-01-2005,Alm. Salg,23.076,3,Lejlighed,65,1896,,Aktuel værdi
"Sigynsgade 46, 4. TV2200 København N",vn N,1.725.000,05-01-2005,Alm. Salg,22.115,3,Lejlighed,78,1991,,Aktuel værdi
"Meinungsgade 21, ST. TH2200 København N",vn N,1.200.000,04-01-2005,Fam. Salg,17.910,2,Lejlighed,67,1860,,Aktuel værdi
"Thyrasgade 4, ST. 1082200 København N",vn N,760.000,22-12-2004,Alm. Salg,15.200,1,Lejlighed,50,1974,,Aktuel værdi
"Åboulevard 12, 3. TH2200 København N",vn N,1.650.000,22-12-2004,Alm. Salg,15.566,4,Lejlighed,106,1897,,Aktuel værdi
"Birkegade 28, ST. TV2200 København N",vn N,920.000,21-12-2004,Alm. Salg,10.109,4,Lejlighed,91,1885,,Aktuel værdi
"Laurids Skaus Gade 11, 2. TV2200 København N",vn N,1.215.000,20-12-2004,Alm. Salg,22.924,2,Lejlighed,53,1905,,Aktuel værdi
"Slejpnersgade 6, 3. 22200 København N",vn N,875.000,17-12-2004,Alm. Salg,19.886,1,Lejlighed,44,1938,,Aktuel værdi
"Kronborggade 8, ST. TH2200 København N",vn N,2.000.000,06-12-2004,Alm. Salg,28.571,3,Lejlighed,70,1899,,Aktuel værdi
"Sigynsgade 48, 3. TH2200 København N",vn N,1.640.000,30-11-2004,Alm. Salg,21.025,3,Lejlighed,78,1991,,Aktuel værdi
"Peter Fabers Gade 18, ST. TH2200 København N",vn N,1.345.000,24-11-2004,Alm. Salg,26.900,2,Lejlighed,50,1893,,Aktuel værdi
"Dagmarsgade 30, 1. 472200 København N",vn N,950.000,23-11-2004,Alm. Salg,19.000,1,Lejlighed,50,1974,,Aktuel værdi
"Gormsgade 10, 6. 832200 København N",vn N,975.000,19-11-2004,Alm. Salg,21.666,1,Lejlighed,45,1965,,Aktuel værdi
"Rådmandsgade 40B, 5. TH2200 København N",vn N,1.335.000,14-11-2004,Alm. Salg,26.700,2,Lejlighed,50,1899,,Aktuel værdi
"Rantzausgade 11, 4. 102200 København N",vn N,1.135.000,11-11-2004,Alm. Salg,18.606,2,Lejlighed,61,1970,,Aktuel værdi
"Rådmandsgade 40D, 1. TV2200 København N",vn N,740.000,11-11-2004,Alm. Salg,16.444,1,Lejlighed,45,1967,,Aktuel værdi
"Nordre Fasanvej 246, 2. TV2200 København N",vn N,1.650.000,04-11-2004,Alm. Salg,23.239,3,Lejlighed,71,1897,,Aktuel værdi
"Heimdalsgade 20, 4. TV2200 København N",vn N,1.210.000,04-11-2004,Alm. Salg,22.000,2,Lejlighed,55,1938,,Aktuel værdi
"Gormsgade 8, ST. 312200 København N",vn N,816.961,01-11-2004,Andet,9.499,3,Lejlighed,86,1965,,Aktuel værdi
"Peblinge Dossering 32A, ST. TV2200 København N",vn N,7.403.500,01-11-2004,Fam. Salg,77.931,2,Lejlighed,95,1907,,Aktuel værdi
"Åboulevard 12, 3. TV2200 København N",vn N,1.705.000,29-10-2004,Alm. Salg,21.049,4,Lejlighed,81,1897,,Aktuel værdi
"Heimdalsgade 34, ST. TH2200 København N",vn N,413.316,28-10-2004,Fam. Salg,4.644,3,Lejlighed,89,1913,,Aktuel værdi
"Rantzausgade 11, 2. 32200 København N",vn N,325.000,27-10-2004,Alm. Salg,10.156,1,Lejlighed,32,1970,,Aktuel værdi
"Krogerupgade 57, ST. TH2200 København N",vn N,1.120.000,26-10-2004,Alm. Salg,21.538,2,Lejlighed,52,1935,,Aktuel værdi
"Blågårdsgade 2, 1. TV2200 København N",vn N,2.925.000,19-10-2004,Alm. Salg,14.698,5,Lejlighed,199,1885,,Aktuel værdi
"Husumgade 18, 1. TH2200 København N",vn N,1.595.000,01-10-2004,Alm. Salg,-,2,Lejlighed,77,1901,,Aktuel værdi
"Thyrasgade 4, 3. 4132200 København N",vn N,1.225.000,27-09-2004,Alm. Salg,20.416,2,Lejlighed,60,1974,,Aktuel værdi
"Rådmandsgade 48B, ST. TV2200 København N",vn N,1.250.000,12-09-2004,Alm. Salg,22.727,2,Lejlighed,55,1933,,Aktuel værdi
"Asminderødgade 3, 3. TH2200 København N",vn N,1.895.000,06-09-2004,Alm. Salg,19.536,4,Lejlighed,97,1906,,Aktuel værdi
"Sortedam Dossering 41C, 2. TV2200 København N",vn N,1.735.000,06-09-2004,Alm. Salg,29.406,2,Lejlighed,59,1963,,Aktuel værdi
"Bjelkes Allé 4, 3. 42200 København N",vn N,1.242.000,01-09-2004,Alm. Salg,20.360,1,Lejlighed,61,1970,,Aktuel værdi
"Fenrisgade 1, 2. TH2200 København N",vn N,1.450.000,13-08-2004,Alm. Salg,19.594,3,Lejlighed,74,1934,,Aktuel værdi
"Lundtoftegade 99, 1. TV2200 København N",vn N,1.115.000,06-08-2004,Alm. Salg,19.561,2,Lejlighed,57,1930,,Aktuel værdi
"Julius Bloms Gade 29, 4. TV2200 København N",vn N,1.395.000,03-08-2004,Alm. Salg,13.413,3,Lejlighed,104,1904,,Aktuel værdi
"Åboulevard 46, 1. TV2200 København N",vn N,1.945.000,28-07-2004,Alm. Salg,16.208,4,Lejlighed,120,1886,,Aktuel værdi
"Tagensvej 77, 1. TV2200 København N",vn N,1.785.000,27-07-2004,Fam. Salg,12.570,5,Lejlighed,142,1902,,Aktuel værdi
"Peter Fabers Gade 43, 5. TH2200 København N",vn N,1.110.000,26-07-2004,Alm. Salg,24.130,1,Lejlighed,46,1895,,Aktuel værdi
"Tikøbgade 4, ST. TH2200 København N",vn N,1.320.000,16-07-2004,Alm. Salg,19.411,3,Lejlighed,68,1930,,Aktuel værdi
"Gormsgade 8, ST. 322200 København N",vn N,1.228.000,15-07-2004,Alm. Salg,14.795,3,Lejlighed,83,1965,,Aktuel værdi
"Nordbanegade 22, ST. TH2200 København N",vn N,925.000,11-07-2004,Alm. Salg,18.137,2,Lejlighed,51,1898,,Aktuel værdi
"Søllerødgade 32, 2. TV2200 København N",vn N,1.565.000,11-07-2004,Alm. Salg,21.148,3,Lejlighed,74,1932,,Aktuel værdi
"Ahornsgade 25, 1. TV2200 København N",vn N,1.895.000,09-07-2004,Alm. Salg,26.690,3,Lejlighed,71,1889,,Aktuel værdi
"Sigynsgade 48, 3. TV2200 København N",vn N,1.525.000,07-07-2004,Alm. Salg,18.827,3,Lejlighed,81,1991,,Aktuel værdi
"Julius Bloms Gade 6, ST. TV2200 København N",vn N,1.950.000,06-07-2004,Alm. Salg,17.256,4,Lejlighed,113,1908,,Aktuel værdi
"Haraldsgade 1, 1. TH2200 København N",vn N,1.000.000,26-06-2004,Alm. Salg,18.181,2,Lejlighed,55,1908,,Aktuel værdi
"Krogerupgade 65, 2. TH2200 København N",vn N,849.000,25-06-2004,Alm. Salg,23.583,1,Lejlighed,36,1935,,Aktuel værdi
"Tikøbgade 2, 1. TV2200 København N",vn N,1.455.000,24-06-2004,Alm. Salg,21.086,3,Lejlighed,69,1930,,Aktuel værdi
"Møllegade 24, 1. TH2200 København N",vn N,1.210.000,22-06-2004,Alm. Salg,23.269,2,Lejlighed,52,1889,,Aktuel værdi
"Sigynsgade 62, 2. TH2200 København N",vn N,1.550.000,22-06-2004,Alm. Salg,18.674,3,Lejlighed,83,1991,,Aktuel værdi
"Sigynsgade 52, 4. TV2200 København N",vn N,1.525.000,22-06-2004,Alm. Salg,19.551,3,Lejlighed,78,1991,,Aktuel værdi
"Wesselsgade 9, 2. TH2200 København N",vn N,1.874.000,18-06-2004,Alm. Salg,23.135,3,Lejlighed,81,1886,,Aktuel værdi
"Sigynsgade 60, ST. TH2200 København N",vn N,1.480.000,17-06-2004,Alm. Salg,18.734,3,Lejlighed,79,1991,,Aktuel værdi
"Krogerupgade 55, 2. TV2200 København N",vn N,1.215.000,16-06-2004,Alm. Salg,22.924,2,Lejlighed,53,1935,,Aktuel værdi
"Gartnergade 19, 12200 København N",vn N,1.550.000,15-06-2004,Alm. Salg,19.620,2,Lejlighed,79,1886,,Aktuel værdi
"Poppelgade 7, ST. TV2200 København N",vn N,1.100.000,15-06-2004,Alm. Salg,22.000,2,Lejlighed,50,1889,,Aktuel værdi
"Rådmandsgade 48B, 2. TV2200 København N",vn N,1.050.000,11-06-2004,Alm. Salg,19.090,2,Lejlighed,55,1933,,Aktuel værdi
"Krogerupgade 51, ST. TV2200 København N",vn N,920.000,07-06-2004,Alm. Salg,17.692,2,Lejlighed,52,1935,,Aktuel værdi
"Vølundsgade 29, 2. TH2200 København N",vn N,1.680.000,07-06-2004,Alm. Salg,22.702,3,Lejlighed,74,1905,,Aktuel værdi
"Farumgade 1, ST. TH2200 København N",vn N,1.075.000,06-06-2004,Alm. Salg,21.078,2,Lejlighed,51,1892,,Aktuel værdi
"Ågade 112, 1. TV2200 København N",vn N,1.750.000,27-05-2004,Alm. Salg,15.625,3,Lejlighed,112,1906,,Aktuel værdi
"Rådmandsgade 50A, 1. TH2200 København N",vn N,1.189.010,27-05-2004,Alm. Salg,17.485,3,Lejlighed,68,1933,,Aktuel værdi
"Julius Bloms Gade 9, ST. TH2200 København N",vn N,1.590.000,27-05-2004,Alm. Salg,18.705,3,Lejlighed,85,1907,,Aktuel værdi
"Baldersgade 69, 4. TH2200 København N",vn N,1.632.500,21-05-2004,Alm. Salg,18.982,3,Lejlighed,86,1903,,Aktuel værdi
"Krogerupgade 59, 2. TH2200 København N",vn N,1.045.000,20-05-2004,Alm. Salg,20.096,2,Lejlighed,52,1935,,Aktuel værdi
"Poppelgade 3, 4. TV2200 København N",vn N,1.200.000,18-05-2004,Alm. Salg,22.222,2,Lejlighed,54,1860,,Aktuel værdi
"Nørre Allé 11B, 2. TV2200 København N",vn N,1.540.000,18-05-2004,Alm. Salg,19.743,2,Lejlighed,78,1900,,Aktuel værdi
"Peter Fabers Gade 24, 3. TV2200 København N",vn N,960.000,15-05-2004,Alm. Salg,19.591,2,Lejlighed,49,1895,,Aktuel værdi
"Husumgade 12, 4. TH2200 København N",vn N,1.555.000,14-05-2004,Alm. Salg,20.733,3,Lejlighed,75,1904,,Aktuel værdi
"Ægirsgade 18, 2. TH2200 København N",vn N,1.299.000,13-05-2004,Alm. Salg,19.984,2,Lejlighed,65,1903,,Aktuel værdi
"Sigynsgade 58, ST. TH2200 København N",vn N,909.000,13-05-2004,Alm. Salg,16.232,1,Lejlighed,56,1991,,Aktuel værdi
"Sandbjerggade 44, 4. TH2200 København N",vn N,1.072.000,12-05-2004,Alm. Salg,20.226,2,Lejlighed,53,1935,,Aktuel værdi
"Sortedam Dossering 41C, 3. TV2200 København N",vn N,1.490.000,11-05-2004,Alm. Salg,25.254,2,Lejlighed,59,1963,,Aktuel værdi
"Thorsgade 56A, 12200 København N",vn N,1.350.000,09-05-2004,Alm. Salg,18.750,1,Lejlighed,72,1878,,Aktuel værdi
"Søllerødgade 46, 2. TV2200 København N",vn N,777.009,06-05-2004,Alm. Salg,-,2,Lejlighed,40,1886,,Aktuel værdi
"Krogerupgade 53, ST. TV2200 København N",vn N,1.020.000,04-05-2004,Alm. Salg,19.245,2,Lejlighed,53,1935,,Aktuel værdi
"Hamletsgade 20, ST. TV2200 København N",vn N,1.325.000,04-05-2004,Alm. Salg,15.588,4,Lejlighed,85,1949,,Aktuel værdi
"Blågårdsgade 26, 4. 312200 København N",vn N,995.000,29-04-2004,Alm. Salg,16.048,2,Lejlighed,62,1972,,Aktuel værdi
"Møllegade 20, 5. TH2200 København N",vn N,1.500.000,28-04-2004,Alm. Salg,18.292,3,Lejlighed,82,1889,,Aktuel værdi
"Vølundsgade 10, 2. TH2200 København N",vn N,1.175.000,15-04-2004,Alm. Salg,20.258,2,Lejlighed,58,1903,,Aktuel værdi
"Jagtvej 61, 52200 København N",vn N,2.196.693,14-04-2004,Alm. Salg,14.644,5,Lejlighed,150,1905,,Aktuel værdi
"Mimersgade 56, 3. TH2200 København N",vn N,1.349.000,13-04-2004,Alm. Salg,19.271,3,Lejlighed,70,1906,,Aktuel værdi
